,ground.x,ground.y,ground.z,ground.e0,ground.e1,ground.e2,ground.e3,rbs_l1.x,rbs_l1.y,rbs_l1.z,rbs_l1.e0,rbs_l1.e1,rbs_l1.e2,rbs_l1.e3,rbs_l2.x,rbs_l2.y,rbs_l2.z,rbs_l2.e0,rbs_l2.e1,rbs_l2.e2,rbs_l2.e3,rbs_l3.x,rbs_l3.y,rbs_l3.z,rbs_l3.e0,rbs_l3.e1,rbs_l3.e2,rbs_l3.e3,time
10,-3.042144705381361e-22,1.2087993373127551e-20,3.850908239716141e-21,1.0,-4.091548934829407e-23,-3.406001281086301e-23,2.4717646845798434e-24,2.483714598039194e-21,95.10565162951661,30.90169943749516,0.8090169943749307,-0.5877852522925047,-2.322853335412602e-23,-3.156565545869023e-23,-63.382645438223896,-329.8943483704834,373.80941066588423,0.9029126510616206,0.10759991358210418,0.4111752987894754,0.06407711590267703,-263.3826454382239,-850.0,342.9077112283891,0.9062210457939583,-3.336450294114342e-23,0.42280422908631127,-2.4774892424804665e-23,0.2
11,4.0761438513383176e-22,-1.1196219668057344e-21,-3.6819039909799425e-21,1.0,-1.6464255515163856e-23,-2.5350246156570145e-23,8.309673553405415e-25,-5.219541837225295e-21,98.22872507287016,18.738131458572727,0.7705132427757706,-0.63742398974872,-2.9981038142311626e-23,-5.083328579743022e-24,-34.68484269346238,-326.77127492712987,348.769794723379,0.8837278380469162,0.11381512006000995,0.44957182522687067,0.06289992561900917,-234.6848426934624,-850.0,330.0316632648063,0.8873838221465625,3.7202130328318474e-24,0.4610314004196516,-1.6575525078392294e-23,0.22
12,-1.598858703093221e-21,3.2065141078844432e-21,-1.0569382995248459e-21,1.0,-3.7072720323237725e-23,-6.994432852108233e-23,5.109428245752173e-24,-8.916671245606797e-21,99.8026728428285,6.279051952931437,0.728968627421391,-0.6845471059287179,-6.628962062932193e-23,-3.1570214481680426e-23,-10.361623814955195,-325.1973271571715,322.9607316834668,0.8657483873192129,0.1179689976874583,0.4826231910321218,0.06031501392288931,-210.36162381495518,-850.0,316.68167973053534,0.8694294872558135,1.824070984692929e-23,0.49405704800387346,-2.096567396244894e-23,0.24
13,-6.634815368457409e-22,7.182701217796683e-22,-5.654897835183753e-22,1.0,-6.776241931252148e-24,-1.8021837253127048e-23,-1.7661325477667468e-24,3.87420388462234e-21,99.80267284282847,-6.279051952931429,0.6845471059286662,-0.7289686274214394,-1.0061583540228178e-23,-4.249567973991284e-23,9.129932485123303,-325.1973271571715,297.88319314014706,0.8501774161380694,0.11980357482418302,0.5095525250307861,0.056583467369757716,-190.8700675148767,-850.0,304.1622450930785,0.8534979111230122,-3.3961526175156324e-24,0.5210962633789552,1.5788944143632039e-24,0.26
14,-1.2052351213545568e-17,-3.3493797066846125e-18,-3.109189958733417e-18,1.0,2.0568131279024724e-20,3.0852825134742914e-20,1.0760155618875667e-20,5.815891737797184e-18,98.22872540784545,-18.73813152247268,0.6374239902313981,-0.7705132434853771,2.3405106193073775e-20,-9.658531863222823e-20,23.74181190854416,-326.77127459215455,274.8425283100526,0.8379375161495006,0.11918629160429806,0.5300475923141161,0.05200875260729393,-176.25818809145582,-850.0,293.58065983252527,0.8405085851308507,1.4584122323247087e-20,0.5417982380919397,9.336805089410475e-21,0.28
15,-1.0089040602886905e-21,1.0272677410207097e-21,1.7692083053602977e-21,1.0,1.0461297670177915e-24,-1.2581869992833164e-24,-1.5233621913178926e-24,-2.4331422534290485e-21,95.10565162951661,-30.90169943749514,0.5877852522924474,-0.8090169943749722,-2.1967518246587446e-24,7.390426487262734e-24,33.74016579932182,-329.8943483704833,254.7826279107275,0.8295392308406918,0.11612245913197962,0.5442251797841515,0.046895550649531735,-166.25983420067817,-850.0,285.68432734822267,0.8310331303589149,3.6392393433960916e-24,0.556222919561996,-4.719265631379343e-25,0.3
16,-2.8651877119194594e-21,-1.0544004301219554e-21,1.720673317716484e-21,1.0,-8.540596863174214e-24,-1.8682624068223685e-23,1.0808396871321541e-24,8.953584164245675e-22,90.48270524660315,-42.57792915650784,0.5358267949789692,-0.8443279255020383,-4.779104147803331e-24,-2.7397958894802624e-23,39.55987205174428,-334.51729475339687,238.24419907600145,0.8250728711736196,0.11073792922830115,0.552510894436071,0.04151601882001884,-160.4401279482557,-850.0,280.8221282325093,0.8252755204463683,-8.985274821076361e-24,0.5647303032034275,-3.1236689202834482e-24,0.32
17,2.6613016940228e-21,-2.7919587695243413e-22,-1.5044046290489277e-21,1.0,-1.746583675617123e-23,-6.631965943366145e-23,-1.1215070477150997e-24,6.828654805347388e-21,84.43279255020259,-53.58267949790039,0.48175367410168646,-0.876306680043885,-4.266582454291968e-23,-6.363550289355701e-23,41.66978569804783,-340.5672074497974,225.42576962968826,0.8242985302506264,0.10324411111318338,0.5554908745251589,0.03608981678721154,-158.33021430195217,-850.0,279.0084491275886,0.8231412945024561,1.7003961226906992e-23,0.5678366043958739,-3.056881599341714e-23,0.34
18,7.852221286543477e-22,-1.818762961877492e-21,-5.43048704253412e-21,1.0,-4.703274991366944e-24,1.3447164240567403e-23,-9.180826931570775e-26,-2.289485465308794e-21,77.05132427757994,-63.74239897486982,0.4257792915650427,-0.9048270524660391,2.5804994778540795e-24,1.1984652779667837e-23,40.483490439088996,-347.94867572242003,216.28919001081363,0.826774826318956,0.0939011114395793,0.5537858003320076,0.030777511198806257,-159.516509560911,-850.0,280.03158898568347,0.8243444002685806,-1.1416062532098078e-23,0.5660886059200367,-1.515123147443156e-23,0.36
19,-1.9207823588912205e-22,-2.3005976538211207e-21,1.7714952949935043e-21,1.0,-1.0724413400623749e-23,-3.1934962177097196e-24,-2.0892959958160364e-25,-1.996857777327805e-22,68.4547105928698,-72.89686274214212,0.36812455268464694,-0.9297764858882691,-3.689366165701436e-24,-9.832181675982956e-25,36.317880403290644,-356.5452894071302,210.65888028582648,0.8319754349359288,0.08298936043480692,0.5479690161839326,0.02568266004975267,-163.68211959670936,-850.0,283.5557430279686,0.8285058673069144,2.0552204147840152e-23,0.559980381658737,-1.0423262514137852e-23,0.38
20,1.2561479072366585e-21,3.2317160357612953e-22,2.492076821626744e-22,1.0,-1.5684182318601585e-23,-2.216394760779558e-23,-7.786788505848484e-25,1.0524608336554233e-22,58.77852522924809,-80.90169943749581,0.30901699437491525,-0.9510565162951692,-1.8357132187487667e-23,-9.418310508249127e-25,29.385259945911937,-366.2214747707519,208.29097426102015,0.8393706432707432,0.07079236820849219,0.5385260514641749,0.02085798930057821,-170.6147400540881,-850.0,289.192673698516,0.8352227598525803,-9.262363680332977e-25,0.5499117578547512,-5.524550741951303e-24,0.4
21,3.2215228188633495e-18,-8.42626958530137e-18,2.492076821626744e-22,1.0,-2.880870315992867e-20,-2.6068770545644658e-20,-1.5414954916893093e-21,-1.9437124357541326e-17,48.1753675744577,-87.63066830322175,0.2486898872994947,-0.9685831619762125,-7.755480453758477e-20,9.705725702571128e-20,19.80310452427901,-376.8246324255423,208.9103869020959,0.8484735393937459,0.05758848898969543,0.5258422983011626,0.016312766960405144,-180.19689547572096,-850.0,296.54105520531766,0.8441059559530489,5.1326291340268604e-21,0.5361764077139319,9.57479168136637e-21,0.42
22,-2.855403939244966e-18,3.6114565460669994e-19,-6.938644696225066e-18,1.0,1.2429981666633765e-20,8.228297190786714e-20,6.917773249598007e-21,1.0023337490277194e-17,36.81245539400435,-92.97764890589423,0.18738131466684427,-0.9822872515830589,9.648303185262876e-20,-4.715322625185949e-20,7.610877833435143,-388.18754460599564,212.22347266409523,0.8588598763744459,0.0436482433016248,0.5102059057616201,0.012020173664714463,-192.38912216656487,-850.0,305.2011215699895,0.8547942759332986,-3.160269468284897e-20,0.5189670022792428,-9.427679903642716e-21,0.44
23,2.852734541457922e-19,8.17711574796773e-18,3.1532825976178516e-18,1.0,5.653756042168153e-21,-6.718901627756536e-20,9.913528336776381e-22,1.0788003598488306e-17,24.868988801292836,-96.85831644316592,0.1253332335916174,-0.9921147021722556,-1.817514833266558e-20,-5.522594117308838e-20,-7.211161661198704,-400.13101119870714,217.9153552974997,0.8701715513371332,0.029234241777138507,0.491817077677086,0.007924498618180429,-207.21116166119867,-850.0,314.77367174066563,0.8669537459946627,-5.329704830054716e-21,0.49838860859735673,1.7030600149436133e-21,0.46
24,5.904211621654141e-18,2.1152980335143034e-18,7.732952574196599e-18,1.0,-2.753547225359842e-20,8.410040316312376e-21,-7.986967978033191e-22,-3.1780722723202044e-17,12.53332339917115,-99.21147046977524,0.06279051950271246,-0.9980267292860717,-1.4949204764838958e-19,1.7939731652893205e-19,-24.722301528870755,-412.46667660082886,225.6388469330956,0.8821104752130224,0.014601906775732608,0.4707996479602175,0.0039483279567406535,-224.7223015288708,-850.0,324.8503174028708,0.8802684258003076,-4.438677077979826e-20,0.47447602805592376,-1.7034080840848893e-20,0.48
25,6.710758763016785e-19,1.5268798304629736e-18,-3.2263364576346236e-18,1.0,-7.644966479418358e-21,-1.2728512684004255e-20,5.306904871320985e-22,2.0827978239750325e-18,7.167877402736167e-15,-100.0000003410165,-8.04102608879375e-11,-1.0000000008544374,-6.2008536799472054e-21,-7.058339937268857e-21,-45.00000129171461,-424.99999999999994,235.00000050124854,0.8944271950651352,-3.6398360470801415e-09,0.4472135910387725,2.037095628134786e-09,-245.00000129171463,-850.0,335.000000842265,0.8944271935715027,1.568345731331297e-20,0.4472135935027681,6.832997182493822e-21,0.5
26,6.691867088406671e-19,4.346947656627561e-18,-3.566689203621207e-18,1.0,-2.512206343215903e-20,-1.0092849554308758e-19,-8.346879177110141e-22,4.3143461034716225e-18,-12.533323399171135,-99.21147046977525,-0.06279051966321582,-0.9980267292759738,-9.295295980791208e-20,-1.2409886380612996e-20,-68.11484854209554,-437.53332339917114,245.54396017994566,0.9069063658553499,-0.014329420224485067,0.4210693127030404,-0.004018471893763189,-268.11484854209556,-850.0,344.7554306497209,0.9091090795816817,1.8999994619042692e-20,0.4165581407588764,9.705392656677583e-21,0.52
27,-3.458832359775166e-19,-7.021736115534042e-18,-7.849374521112554e-18,1.0,-2.0610802755518562e-21,-1.373570373513913e-20,-1.735497655635738e-21,2.0513313357733005e-19,-24.868988801292858,-96.85831644316593,-0.12533323375117,-0.9921147021520995,-1.2262958917180122e-20,-1.2273018021091553e-21,-94.09962674644824,-449.86898880129286,256.74472534258035,0.9193503526621183,-0.028151612636008135,0.3923456773627038,-0.008202924256431966,-294.0996267464482,-850.0,353.60304178574626,0.9239691489667419,8.15680169962068e-21,0.3824670123970799,1.8452674446906787e-21,0.54
28,1.1867743615718761e-18,-8.284221162681406e-20,-1.1696297301438828e-17,1.0,2.7469711200299873e-20,8.879790690215202e-20,-2.527333151897199e-21,-5.984360228707889e-18,-36.812455394004374,-92.97764890589423,-0.1873813148248164,-0.9822872515529241,8.506310310279295e-20,2.0272149100655657e-20,-122.91067469107408,-461.81245539400436,268.0032874753805,0.9315621846760943,-0.04124046119741309,0.36101441449808863,-0.012637864345579078,-322.91067469107406,-850.0,360.98093638127466,0.9386270935903952,-6.643673887392896e-21,0.3449335935013795,-5.027649800729301e-21,0.56
29,7.079307887482459e-19,-3.552289163580428e-18,-1.057497204656747e-17,1.0,2.3734251750801238e-21,3.1818440905102545e-20,3.028784939064846e-21,-5.9621557682150434e-18,-48.17536757445744,-87.6306683032214,-0.24868988745522858,-0.9685831619362275,-3.222932050701768e-20,4.270898272566026e-20,-154.38113404856423,-473.1753675744575,278.6600910544482,0.9433297490075208,-0.0533804145276915,0.32707372871133455,-0.017386624880272775,-354.3811340485642,-850.0,366.2907593576696,0.9526615479432903,-1.0176125826306044e-20,0.3040328625337932,-1.3210616932439381e-20,0.58
30,-8.920331352627982e-22,-4.6858615054736286e-23,7.528534726589304e-22,1.0,3.571114779565695e-24,4.993296737522205e-24,1.3389409572772683e-24,-1.5158004977113171e-21,-58.77852522924808,-80.90169943749582,-0.3090169943749826,-0.9510565162951474,-3.563700401582947e-24,4.622063082878471e-24,-188.16867626508514,-483.7785252292481,288.02921520402873,0.9544143286835955,-0.06436934040845438,0.29059333532213716,-0.02248089600335279,-388.16867626508514,-850.0,368.9309146415245,0.965614441651904,4.367950608370633e-24,0.2599783646249483,4.625951747073321e-25,0.6
31,-4.744697921434292e-22,-1.240656679937552e-22,2.3048719420193233e-21,1.0,2.506252178440466e-24,2.2549022975000548e-23,-4.758603441850581e-25,-6.390644516355214e-21,-68.45471059286976,-72.8968627421421,-0.36812455268471267,-0.929776485888243,3.696906782751171e-24,2.3232426504502337e-23,-223.7053288925122,-493.45471059286973,295.46173615354803,0.964548059385939,-0.0740226398284996,0.2517711687438793,-0.027910007446505975,-423.70532889251217,-850.0,368.35859889569014,0.977010939056843,1.7953809875459153e-24,0.2131891764631631,-1.1088655204413099e-23,0.62
32,-8.251856881836759e-22,-2.7856447757729803e-22,1.40278185304361e-21,1.0,-1.3179901166089183e-23,-7.1153414295153e-24,1.4289051689604458e-24,2.6922591838480945e-21,-77.05132427757997,-63.74239897486981,-0.42577929156510697,-0.9048270524660089,-8.610720161831461e-24,-9.076333989510837e-24,-260.16412720510556,-502.05132427757997,300.44200183495866,0.9734458979280074,-0.08217896653892985,0.21099764885183298,-0.033610912520754085,-460.16412720510556,-850.0,364.18440080982845,0.9864004667596685,3.2897617841654123e-24,0.1643597249003717,9.608191727585739e-24,0.64
33,-1.1391845685011742e-22,-1.1664395534020054e-23,3.018497199907522e-21,1.0,-7.346602209070638e-24,3.0710392896332976e-24,-1.6270774692605546e-24,-2.4278855756928487e-21,-84.43279255020265,-53.58267949790035,-0.48175367410174885,-0.8763066800438508,-2.7788919249739422e-24,8.672622317372063e-24,-296.464019376778,-509.43279255020263,302.710308023244,0.9808369509112752,-0.0887077869356019,0.16891614375014763,-0.03946062132264421,-496.464019376778,-850.0,356.29298752114437,0.993421341055828,-1.106250772415071e-23,0.11451654517692418,2.3391141112458982e-23,0.66
34,1.1923827270683145e-21,-3.2066201470110573e-22,9.159570770454821e-21,1.0,2.999544438720921e-23,3.5281587261402e-23,-5.681424551214451e-24,5.130128170829686e-22,-90.48270524660317,-42.577929156507786,-0.5358267949790294,-0.8443279255020002,-4.4474931176496114e-23,3.7739609319553627e-23,-331.33629467312977,-515.4827052466031,302.3869642569129,0.9865155066863617,-0.09351834121028252,0.1264584846091646,-0.04527390616176569,-531.3362946731298,-850.0,344.96489341342067,0.997882973645037,5.947246752674594e-24,0.06503515113323313,-6.566233703662598e-23,0.68
35,-2.4612123249836875e-22,1.2189050702239521e-21,6.770620221735189e-21,1.0,6.730345915951947e-24,-1.488395122318903e-23,3.1609614238593517e-24,5.8730373074880414e-21,-95.10565162951661,-30.90169943749517,-0.5877852522925047,-0.8090169943749307,-5.549488728001187e-24,-2.1349560216431035e-23,-363.4645898310027,-520.1056516295166,300.05045398727333,0.9904026206901181,-0.09656869580137649,0.08482634469667875,-0.050809715094063866,-563.4645898310027,-850.0,330.9521534247685,0.9998454065500755,-4.2539164456344703e-23,0.017583030698001066,-1.1539271719896211e-22,0.7000000000000001
36,1.6605450184928341e-21,9.966436248462602e-22,-1.852048126384201e-21,1.0,-1.3533550338058673e-23,-6.812271620733462e-25,1.6721795736174513e-24,1.176025510445541e-20,-98.22872507287018,-18.738131458572717,-0.6374239897487202,-0.7705132427757705,-5.607741751362673e-23,-7.145390842743625e-24,-391.68139095840706,-523.2287250728701,296.7111423587589,0.992596649185236,-0.09787246284757961,0.0453921887835768,-0.0557890869853796,-591.6813909584071,-850.0,315.44927381733163,0.999660965290751,-9.857906126708062e-24,-0.026037558454461027,6.755309821043643e-24,0.72
37,-4.715165777396736e-21,7.93525124085962e-22,-3.370979360740762e-22,1.0,1.8597643035619645e-24,-8.625684310664149e-26,-1.0425913121786556e-23,-7.674068836671991e-21,-99.80267284282847,-6.279051952931405,-0.6845471059287179,-0.7289686274213908,1.3940514768858695e-23,6.86245012087904e-24,-415.1644966016007,-524.8026728428284,293.6446706897736,0.9933842199870374,-0.09750003338461788,0.009518638823082832,-0.059924373037671806,-615.1644966016007,-850.0,299.923722642705,0.9979409935704567,-8.409013578589e-24,-0.06413870396766332,-1.530985378588799e-23,0.74
38,1.1845888356344146e-22,-3.945624215852138e-21,2.8089730226009515e-22,1.0,4.993534152581925e-25,6.922167471793792e-25,-1.046450949311088e-24,-3.9769394284630524e-21,-99.80267284282847,6.279051952931354,-0.7289686274214391,-0.6845471059286664,3.2756672456234845e-23,-1.305257396001867e-24,-433.5545774833505,-524.8026728428285,292.11512270260476,0.9931937038704839,-0.09557160306457355,-0.021658245581836804,-0.06295439366730335,-633.5545774833505,-850.0,285.8360707496734,0.9954368808103867,-7.70659752008832e-24,-0.09542230518846445,-1.5759901749332178e-23,0.76
39,2.3541723122250888e-21,1.3295275730525136e-21,-1.977271359293013e-21,1.0,-8.757211811662397e-25,-1.2062039239789946e-24,-1.1586501262415536e-24,1.571465188942696e-21,-98.22872507287016,18.738131458572667,-0.7705132427758155,-0.6374239897486658,5.1023575097897924e-24,-2.9170886017265464e-25,-446.94049432100996,-523.2287250728701,293.0926325441379,0.9925029255873847,-0.09224158565325509,-0.04739727302971036,-0.06467558339501679,-646.94049432101,-850.0,274.35450108556523,0.9928733196333269,7.359175901753157e-24,-0.11917454074472246,-3.672333143806456e-24,0.78
40,-5.236694142514042e-18,-1.0669301517855513e-17,3.839394393843751e-18,1.0,-8.608083099446153e-21,1.6092258336686846e-21,-1.8284753718573656e-20,-9.912720144713674e-18,-95.10565195384173,30.901699542874763,-0.8090169951134445,-0.5877852527296736,1.6636738003639624e-20,1.6878342421181535e-20,-455.7271180728721,-520.1056519538417,297.0851739288142,0.9917409792936291,-0.08767777729492642,-0.06739950900817758,-0.06495958636485825,-655.7271180728721,-850.0,266.18347438593946,0.9908052066580153,-1.7049761521094316e-20,-0.13529615313508775,-4.27461665200669e-21,0.8
41,-2.342598063191693e-22,-1.618147083475282e-21,-6.159623580795207e-22,1.0,-9.095633983860453e-25,-2.288576002629e-24,-3.8214048065851327e-25,-3.51073249463318e-21,-90.48270524660316,42.57792915650783,-0.8443279255020383,-0.5358267949789695,1.0790307207860542e-23,7.629777491304843e-24,-460.45828803668985,-515.4827052466031,304.133812660141,0.9912239795641496,-0.08204145466498357,-0.0817289154240652,-0.06375426604153421,-660.4582880366899,-850.0,261.5558835036332,0.9895525122382373,2.987421963702416e-24,-0.1441729014998249,-2.5700959089525427e-24,0.8200000000000001
42,1.0069327247316383e-22,-6.122107557557859e-22,-2.6319431240748146e-21,1.0,1.605148119512555e-23,5.648721396966236e-23,-5.856530129667948e-24,5.806629925166661e-21,-84.43279255020266,53.582679497900315,-0.8763066800438849,-0.4817536741016869,-4.7651231221248686e-23,3.1179543285137236e-23,-461.66939602066293,-509.4327925502027,313.92692696717427,0.991137485854427,-0.07547402178081433,-0.09066571589595812,-0.06107277735915116,-661.6693960206629,-850.0,260.34424746927397,0.9892152848330886,1.1005590328626458e-23,-0.14646883716347497,2.9080548085036545e-24,0.84
43,1.3401764244434186e-22,-7.030126876755723e-22,4.736608253769979e-22,1.0,-1.0677325634808758e-23,-3.152217649083218e-23,7.967378482655474e-25,-4.041991559190284e-21,-77.05132427757998,63.74239897486977,-0.904827052466039,-0.4257792915650429,3.0233155520144997e-23,-1.4907134547494355e-23,-459.80263024755834,-502.05132427757997,325.9495562382741,0.9915515454427057,-0.06809208479052338,-0.09456456392780685,-0.05697845181013707,-659.8026302475583,-850.0,262.2071572634044,0.9897322154823522,-2.6937763533739087e-24,-0.14293404648051788,-5.08667078597633e-24,0.86
44,2.919157605229272e-23,1.4075918274946946e-22,-1.5294026882986884e-21,1.0,4.496212878205933e-25,-3.5067242723303585e-24,-5.7117074329161945e-25,-1.3690943908854162e-21,-68.45471059286979,72.89686274214209,-0.929776485888269,-0.368124552684647,5.313470728396277e-24,1.5933672050364398e-24,-455.17788646122847,-493.4547105928698,339.60690429187684,0.9924470535214174,-0.05998934326149753,-0.09375780626271911,-0.051571294513921895,-655.1778864612285,-850.0,266.71004154973474,0.9909441214669298,-2.5618992216998293e-24,-0.13427489763376313,-6.554178019780212e-24,0.88
45,2.5071401964165417e-22,5.135383830392976e-22,1.117236470065185e-22,1.0,7.723179431153911e-25,6.3795838719786844e-24,-3.729102260434989e-25,1.0790849366368943e-21,-58.7785252292481,80.9016994374958,-0.9510565162951692,-0.30901699437491537,-5.776644255273769e-24,3.1300727841405087e-24,-447.9969531592051,-483.7785252292481,354.3016102363144,0.9937391320023677,-0.0512420810533822,-0.08850838863039495,-0.0449783481134819,-647.9969531592051,-850.0,273.3999107988186,0.9926416203586408,7.5854975770398385e-25,-0.12108927918662149,5.072847723658003e-25,0.9
46,1.3532210511681503e-18,5.135383830392976e-22,-1.387767608416745e-17,1.0,-2.954150962418497e-20,-7.78561248902434e-20,-2.50001872794027e-21,-1.2450072136234565e-17,-48.175367574457674,87.63066830322177,-0.9685831619762125,-0.24868988729949457,7.565897788839397e-20,-1.7158492803048225e-20,-438.3617202040221,-473.17536757445765,369.47050361677043,0.9952926178738827,-0.04191550114561943,-0.0789990102592037,-0.03734774423727849,-638.3617202040222,-850.0,281.8398353135487,0.9945931775344751,5.538152159270386e-22,-0.1038480464875049,1.1741086157685274e-20,0.92
47,1.2405234900004197e-19,-7.682229792023048e-18,1.487810576644725e-18,1.0,2.1999658178456555e-21,5.540088615250936e-21,-3.613947363476066e-21,4.437805160063161e-19,-36.812455394004324,92.97764890589426,-0.982287251583059,-0.18738131466684413,-2.7620590257389275e-21,5.949154135321586e-21,-426.29563451868216,-461.8124553940043,384.5943272351375,0.9969302483078036,-0.03206922837131177,-0.06534210898758777,-0.028845375529908797,-626.2956345186822,-850.0,291.61667832924326,0.9965576659122203,2.0373715471864412e-20,-0.08290248633153507,2.5161600996494465e-21,0.9400000000000001
